dataset_entry,elapsed_seconds,expanded_from,extract_elapsed_seconds,extract_return_code,extract_status,graph_elapsed_seconds,graph_return_code,graph_status,index_elapsed_seconds,index_return_code,index_status,manifest_path,manifest_rel_path,outcome,source_group,targets_elapsed_seconds,targets_return_code,targets_status,unit_name,unsafe_target_count,workspace_dir,workunit_key,compile_ok_count,compile_status,coverage_rate,fix_status,fix_success_count,found_bugs,needs_review,phase3_run_elapsed_seconds,phase3_run_return_code,phase3_run_status,related_coverage_rate,runtime_issue_count,smoke_bug_count,smoke_ok_count,smoke_review_count,smoke_status,top_api_status,top_target_api_id,top_target_path,top_target_score,error_message,error_stage
stack-0.3.0,129.65,,2.66,0,ok,0.29,0,ok,50.6,0,ok,/tmp/deepSURF-main/dataset/rustsan_crates/stack-0.3.0/Cargo.toml,rustsan_crates/stack-0.3.0/Cargo.toml,attempted,RUSTSAN,0.24,0,ok,stack-0.3.0,12,/tmp/seraph-deepsurf-round1-20260428-2045/stack-0.3.0,rustsan_crates/stack-0.3.0/Cargo.toml,0,failed,0.0,failed,0,[],[],75.86,0,ok,0.0,0,0,0,0,skipped,attempted,api::stack::array_vec::ArrayVec::into_inner,stack::array_vec::ArrayVec::into_inner,2.3,,
sys-info-0.7.0,83.07,,2.89,0,ok,0.26,0,ok,22.82,0,ok,/tmp/deepSURF-main/dataset/rustsan_crates/sys-info-0.7.0/Cargo.toml,rustsan_crates/sys-info-0.7.0/Cargo.toml,validated,RUSTSAN,0.24,0,ok,sys-info-0.7.0,10,/tmp/seraph-deepsurf-round1-20260428-2045/sys-info-0.7.0,rustsan_crates/sys-info-0.7.0/Cargo.toml,0,failed,1.0,ok,1,[],[],56.86,0,ok,0.4,0,0,1,0,ok,validated,api::sys_info::disk_info,sys_info::disk_info,2.3,,
bincode-2.0.0-rc.3,4.42,,4.42,1,failed,,,,,,,/tmp/deepSURF-main/dataset/rug_crates/bincode-2.0.0-rc.3/Cargo.toml,rug_crates/bincode-2.0.0-rc.3/Cargo.toml,extract_failed,RUG,,,,bincode-2.0.0-rc.3,,/tmp/seraph-deepsurf-round1-20260428-2045/bincode-2.0.0-rc.3,rug_crates/bincode-2.0.0-rc.3/Cargo.toml,,,,,,,,,,,,,,,,,,,,,"failed to extract knowledge from manifest: failed to parse rustdoc JSON: invalid type: map, expected a string at line 1 column 192817",extract
chrono-0.5.0-alpha.1,313.41,,4.03,0,ok,0.29,0,ok,308.83,0,ok,/tmp/deepSURF-main/dataset/rug_crates/chrono-0.5.0-alpha.1/Cargo.toml,rug_crates/chrono-0.5.0-alpha.1/Cargo.toml,no_targets,RUG,0.26,0,ok,chrono-0.5.0-alpha.1,0,/tmp/seraph-deepsurf-round1-20260428-2045/chrono-0.5.0-alpha.1,rug_crates/chrono-0.5.0-alpha.1/Cargo.toml,,,,,,,,,,,,,,,,,,,,,,
hashes,22.28,hashes workspace member,6.08,0,ok,0.24,0,ok,15.72,0,ok,/tmp/deepSURF-main/dataset/rug_crates/hashes/blake2/Cargo.toml,rug_crates/hashes/blake2/Cargo.toml,no_targets,RUG,0.24,0,ok,hashes-blake2,0,/tmp/seraph-deepsurf-round1-20260428-2045/hashes-blake2,rug_crates/hashes/blake2/Cargo.toml,,,,,,,,,,,,,,,,,,,,,,
hashes,9.24,hashes workspace member,0.76,0,ok,0.24,0,ok,8.0,0,ok,/tmp/deepSURF-main/dataset/rug_crates/hashes/sha2/Cargo.toml,rug_crates/hashes/sha2/Cargo.toml,no_targets,RUG,0.24,0,ok,hashes-sha2,0,/tmp/seraph-deepsurf-round1-20260428-2045/hashes-sha2,rug_crates/hashes/sha2/Cargo.toml,,,,,,,,,,,,,,,,,,,,,,
itoa-1.0.6,153.85,,3.17,0,ok,0.24,0,ok,14.63,0,ok,/tmp/deepSURF-main/dataset/rug_crates/itoa-1.0.6/Cargo.toml,rug_crates/itoa-1.0.6/Cargo.toml,attempted,RUG,0.24,0,ok,itoa-1.0.6,1,/tmp/seraph-deepsurf-round1-20260428-2045/itoa-1.0.6,rug_crates/itoa-1.0.6/Cargo.toml,0,failed,0.0,failed,0,[],[],135.58,0,ok,0.0,0,0,0,0,skipped,attempted,api::itoa::Buffer::format,itoa::Buffer::format,2.2,,
serde_json-1.0.96,394.03,,7.98,0,ok,0.31,0,ok,158.7,0,ok,/tmp/deepSURF-main/dataset/rug_crates/serde_json-1.0.96/Cargo.toml,rug_crates/serde_json-1.0.96/Cargo.toml,attempted,RUG,0.24,0,ok,serde_json-1.0.96,2,/tmp/seraph-deepsurf-round1-20260428-2045/serde_json-1.0.96,rug_crates/serde_json-1.0.96/Cargo.toml,0,failed,0.0,failed,0,[],[],226.78,0,ok,0.0,0,0,0,0,skipped,attempted,api::serde_json::ser::to_string,serde_json::ser::to_string,2.2,,
nom-7.1.2,572.71,,6.53,0,ok,0.32,0,ok,565.62,0,ok,/tmp/deepSURF-main/dataset/rug_crates/nom-7.1.2/Cargo.toml,rug_crates/nom-7.1.2/Cargo.toml,no_targets,RUG,0.25,0,ok,nom-7.1.2,0,/tmp/seraph-deepsurf-round1-20260428-2045/nom-7.1.2,rug_crates/nom-7.1.2/Cargo.toml,,,,,,,,,,,,,,,,,,,,,,
num-traits-0.2.15,473.99,,3.32,0,ok,0.31,0,ok,470.11,0,ok,/tmp/deepSURF-main/dataset/rug_crates/num-traits-0.2.15/Cargo.toml,rug_crates/num-traits-0.2.15/Cargo.toml,no_targets,RUG,0.24,0,ok,num-traits-0.2.15,0,/tmp/seraph-deepsurf-round1-20260428-2045/num-traits-0.2.15,rug_crates/num-traits-0.2.15/Cargo.toml,,,,,,,,,,,,,,,,,,,,,,
crc32fast-1.3.2,27.71,,3.93,0,ok,0.24,0,ok,23.29,0,ok,/tmp/deepSURF-main/dataset/rug_crates/crc32fast-1.3.2/Cargo.toml,rug_crates/crc32fast-1.3.2/Cargo.toml,no_targets,RUG,0.24,0,ok,crc32fast-1.3.2,0,/tmp/seraph-deepsurf-round1-20260428-2045/crc32fast-1.3.2,rug_crates/crc32fast-1.3.2/Cargo.toml,,,,,,,,,,,,,,,,,,,,,,
ryu-1.0.13,141.77,,3.62,0,ok,0.24,0,ok,14.73,0,ok,/tmp/deepSURF-main/dataset/rug_crates/ryu-1.0.13/Cargo.toml,rug_crates/ryu-1.0.13/Cargo.toml,validated,RUG,0.24,0,ok,ryu-1.0.13,3,/tmp/seraph-deepsurf-round1-20260428-2045/ryu-1.0.13,rug_crates/ryu-1.0.13/Cargo.toml,0,failed,1.0,ok,1,[],[],122.94,0,ok,0.0,0,0,1,0,ok,validated,api::ryu::pretty::format32,ryu::pretty::format32,4.35,,
semver-1.0.17,176.71,,2.66,0,ok,0.28,0,ok,173.53,0,ok,/tmp/deepSURF-main/dataset/rug_crates/semver-1.0.17/Cargo.toml,rug_crates/semver-1.0.17/Cargo.toml,no_targets,RUG,0.24,0,ok,semver-1.0.17,0,/tmp/seraph-deepsurf-round1-20260428-2045/semver-1.0.17,rug_crates/semver-1.0.17/Cargo.toml,,,,,,,,,,,,,,,,,,,,,,
time,314.85,time workspace member,9.6,0,ok,,,,305.25,2,failed,/tmp/deepSURF-main/dataset/rug_crates/time/time/Cargo.toml,rug_crates/time/time/Cargo.toml,index_failed,RUG,,,,time,,/tmp/seraph-deepsurf-round1-20260428-2045/time,rug_crates/time/time/Cargo.toml,,,,,,,,,,,,,,,,,,,,,command exited with status exit status: 1,index
uuid-1.4.0,257.26,,3.78,0,ok,0.27,0,ok,120.14,0,ok,/tmp/deepSURF-main/dataset/rug_crates/uuid-1.4.0/Cargo.toml,rug_crates/uuid-1.4.0/Cargo.toml,validated,RUG,0.24,0,ok,uuid-1.4.0,5,/tmp/seraph-deepsurf-round1-20260428-2045/uuid-1.4.0,rug_crates/uuid-1.4.0/Cargo.toml,0,failed,1.0,ok,1,[],[],132.83,0,ok,0.05555555555555555,0,0,1,0,ok,validated,api::uuid::Uuid::from_bytes_ref,uuid::Uuid::from_bytes_ref,2.4,,
integer-encoding-3.0.4,70.81,,2.9,0,ok,0.23,0,ok,21.79,0,ok,/tmp/deepSURF-main/dataset/crabtree_crates/integer-encoding-3.0.4/Cargo.toml,crabtree_crates/integer-encoding-3.0.4/Cargo.toml,validated,CRABTREE,0.24,0,ok,integer-encoding-3.0.4,1,/tmp/seraph-deepsurf-round1-20260428-2045/integer-encoding-3.0.4,crabtree_crates/integer-encoding-3.0.4/Cargo.toml,0,failed,1.0,ok,1,[],[],45.65,0,ok,0.0,0,0,1,0,ok,validated,api::integer_encoding::fixed::FixedInt::switch_endianness,integer_encoding::fixed::FixedInt::switch_endianness,2.1,,
sparsey-0.7.0,6.73,,6.73,1,failed,,,,,,,/tmp/deepSURF-main/dataset/crabtree_crates/sparsey-0.7.0/Cargo.toml,crabtree_crates/sparsey-0.7.0/Cargo.toml,extract_failed,CRABTREE,,,,sparsey-0.7.0,,/tmp/seraph-deepsurf-round1-20260428-2045/sparsey-0.7.0,crabtree_crates/sparsey-0.7.0/Cargo.toml,,,,,,,,,,,,,,,,,,,,,"failed to extract knowledge from manifest: failed to parse rustdoc JSON: invalid type: map, expected a string at line 1 column 673",extract
oxidebpf-0.2.3,107.71,,11.08,0,ok,0.26,0,ok,29.54,0,ok,/tmp/deepSURF-main/dataset/crabtree_crates/oxidebpf-0.2.3/Cargo.toml,crabtree_crates/oxidebpf-0.2.3/Cargo.toml,validated,CRABTREE,0.24,0,ok,oxidebpf-0.2.3,5,/tmp/seraph-deepsurf-round1-20260428-2045/oxidebpf-0.2.3,crabtree_crates/oxidebpf-0.2.3/Cargo.toml,0,failed,1.0,ok,1,[],[],66.6,0,ok,0.0,0,0,1,0,ok,validated,api::oxidebpf::maps::ArrayMap::new,oxidebpf::maps::ArrayMap::new,3.65,,
leapfrog-0.2.1,191.73,,9.48,0,ok,0.26,0,ok,77.13,0,ok,/tmp/deepSURF-main/dataset/crabtree_crates/leapfrog-0.2.1/Cargo.toml,crabtree_crates/leapfrog-0.2.1/Cargo.toml,attempted,CRABTREE,0.24,0,ok,leapfrog-0.2.1,1,/tmp/seraph-deepsurf-round1-20260428-2045/leapfrog-0.2.1,crabtree_crates/leapfrog-0.2.1/Cargo.toml,0,failed,0.0,failed,0,[],[],104.62,0,ok,0.0,0,0,0,0,skipped,attempted,api::leapfrog::util::load_u64_le,leapfrog::util::load_u64_le,2.1,,
fixedbitset-0.4.1,146.29,,2.24,0,ok,0.26,0,ok,44.95,0,ok,/tmp/deepSURF-main/dataset/crabtree_crates/fixedbitset-0.4.1/Cargo.toml,crabtree_crates/fixedbitset-0.4.1/Cargo.toml,attempted,CRABTREE,0.24,0,ok,fixedbitset-0.4.1,9,/tmp/seraph-deepsurf-round1-20260428-2045/fixedbitset-0.4.1,crabtree_crates/fixedbitset-0.4.1/Cargo.toml,0,failed,0.0,failed,0,[],[],98.6,0,ok,0.0,0,0,0,0,skipped,attempted,api::fixedbitset::FixedBitSet::with_capacity_and_blocks,fixedbitset::FixedBitSet::with_capacity_and_blocks,2.3,,
roaring-0.10.1,300.16,,6.2,0,ok,0.25,0,ok,95.35,0,ok,/tmp/deepSURF-main/dataset/crabtree_crates/roaring-0.10.1/Cargo.toml,crabtree_crates/roaring-0.10.1/Cargo.toml,validated,CRABTREE,0.24,0,ok,roaring-0.10.1,1,/tmp/seraph-deepsurf-round1-20260428-2045/roaring-0.10.1,crabtree_crates/roaring-0.10.1/Cargo.toml,0,failed,1.0,ok,1,[],[],198.12,0,ok,0.20689655172413793,0,0,1,0,ok,validated,api::roaring::bitmap::RoaringBitmap::rank,roaring::bitmap::RoaringBitmap::rank,2.2,,
triomphe-0.1.6,198.77,,3.86,0,ok,0.37,0,ok,97.59,0,ok,/tmp/deepSURF-main/dataset/crabtree_crates/triomphe-0.1.6/Cargo.toml,crabtree_crates/triomphe-0.1.6/Cargo.toml,validated,CRABTREE,0.24,0,ok,triomphe-0.1.6,21,/tmp/seraph-deepsurf-round1-20260428-2045/triomphe-0.1.6,crabtree_crates/triomphe-0.1.6/Cargo.toml,0,failed,1.0,ok,1,[],[],96.7,0,ok,0.1111111111111111,0,0,1,0,ok,validated,api::triomphe::thin_arc::ThinArc::from_raw,triomphe::thin_arc::ThinArc::from_raw,4.55,,
sharded-slab-0.1.4,122.98,,3.21,0,ok,0.26,0,ok,64.38,0,ok,/tmp/deepSURF-main/dataset/crabtree_crates/sharded-slab-0.1.4/Cargo.toml,crabtree_crates/sharded-slab-0.1.4/Cargo.toml,validated,CRABTREE,0.24,0,ok,sharded-slab-0.1.4,2,/tmp/seraph-deepsurf-round1-20260428-2045/sharded-slab-0.1.4,crabtree_crates/sharded-slab-0.1.4/Cargo.toml,0,failed,1.0,ok,1,[],[],54.89,0,ok,0.46153846153846156,0,0,1,0,ok,validated,api::sharded_slab::pool::OwnedRefMut::downgrade,sharded_slab::pool::OwnedRefMut::downgrade,2.3,,
